subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,3,11,70's,...li><li>exaggeration</li><li>slow motion **70's** disco moves with eyes closed to avoid e...,LTC,FALSE_POSITIVE,100,'70's' is the correct possessive/plural form for the decade; the &#x27; is an HTML entity.,12
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,4,12,self confidence,"...----------------------|--| | Developing **self confidence** in performance | At this point, learner...",LTC,PARSING_ERROR,90,'Self-confidence' should be hyphenated as a compound noun.,13
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,5,17,makeup,"...ting, lighting, sound, costume hair and **makeup**, set and props.</li> <li>Introduce rehe...",LTC,FALSE_POSITIVE,90,'Makeup' as a noun is commonly written as one word in British English.,18
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,6,23,non naturalistic,... realistic detail | naturalistic and/or **non naturalistic** | combination of naturalistic and non-n...,LTC,PARSING_ERROR,90,'Non-naturalistic' should be hyphenated as a compound adjective.,24
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,7,24,non naturalistic,"...----------------  | naturalistic and/or **non naturalistic** | political, social, moral issue |  |  ...",LTC,PARSING_ERROR,90,'Non-naturalistic' should be hyphenated as a compound adjective.,25
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,8,24,Signes,...y be used in a range of ways Projection **Signes** and placards | set and props create a r...,LTC,FALSE_POSITIVE,90,'Signes' is a French word meaning 'signs' and is likely used as a specific theatrical term in this context.,25
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,9,25,sounds,"...is; music, ambient sounds environmental **sounds** voiceover, sound effects | sound to hig...",LTC,FALSE_POSITIVE,90,'Environmental sounds' is a correct and common phrase; no error detected.,26
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,11,34,and,...s required. Working lights will fade out** and** the next scene will commence. - A costu...,LTC,FALSE_POSITIVE,100,The word 'and' is used correctly as a conjunction; no error present.,35
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,13,34,mid performance,"...ght need to change a gel in a sidelight **mid performance**. Again, it is perfectly acceptable for ...",LTC,PARSING_ERROR,90,The compound adjective 'mid-performance' should be hyphenated.,35
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,16,44,as to whether,"... example, consideration should be given **as to whether** a series of images of rehearsal demonst...",LTC,STYLISTIC_PREFERENCE,70,'As to whether' is wordy; 'whether' is more concise and preferred in formal writing.,45
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,17,46,to analysis,...• Within the reflective log there needs **to analysis** and evaluation of both process and perf...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Grammatical error; should be 'there needs to be analysis' or a similar construction.,47
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,19,49,chair chair,... could focus on the different styles of **chair chair** duet in performance and talk about how ...,LTC,PARSING_ERROR,100,Duplicate word 'chair'; should be 'chair duet'.,50
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,20,50,voice over,"... why they made the decision to record a **voice over**.  more lighting design skills, such as ...",LTC,SPELLING_ERROR,90,'Voiceover' should be written as a single word noun.,51
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,21,52,live streaming,"...r style.</li></ul> | |  | <ul><li>Using **live streaming**, theatre trips, workshops (online or li...",LTC,FALSE_POSITIVE,100,'Live streaming' is correctly written as two words in this context.,53
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,23,53,try outs,...ities and accepting that not all of the **try outs** will work. This will help develop confi...,LTC,PARSING_ERROR,90,'Try-outs' should be hyphenated as a compound noun.,54
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,24,54,midprocess,...ger workshop moments with another group **midprocess**. - Using refinement to develop and add ...,LTC,PARSING_ERROR,90,'Mid-process' should be hyphenated as a compound.,55
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,25,54,receive,...their performance or design work as the **receive** feedback and reflect on their skills. -...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Grammatical error; 'the' is used incorrectly as a pronoun, should be 'as they receive feedback'.",55
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,26,54,thought provoking,...d to produce work that is ambitious and **thought provoking** but need to consider where the line is....,LTC,PARSING_ERROR,90,Missing hyphen for the compound adjective 'thought-provoking' modifying 'work'.,55
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,29,58,cross cutting,"...e of possibilities for the inclusion of **cross cutting** theme exploration, including ideas that...",LTC,PARSING_ERROR,90,Missing hyphen for the compound adjective 'cross-cutting' modifying 'theme exploration'.,59
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,30,60,and,...in which we live is continually evolving** and** we hold a shared responsibility to embr...,LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'and' is a stylistic choice, not strictly necessary for clarity in this context.",61
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,32,61,60's,... families and the community in the late **60's** and early 70's. It might explore the ch...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact and should be a standard apostrophe.,62
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,33,61,70's,...he community in the late 60's and early **70's**. It might explore the challenges of fin...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact and should be a standard apostrophe.,62
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,34,61,1970's,...racters of different ethnicities in the **1970's**. - A painting of 'Yr Wyddfa ' might gen...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact and should be a standard apostrophe.,62
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,35,65,proof-read,... from scripts or texts and will need to **proof-read** their reflective log content.</li></ul>...,LTC,SPELLING_ERROR,90,"The verb form is typically 'proofread' (one word) in British English, not 'proof-read'.",66
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,36,70,',...usy physical theatre sequence involving **'**phone conversations and a variety of 'ph...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact and should be a standard apostrophe.,71
Drama,gcse-drama---guidance-for-teaching-unit-1.csv,37,70,',...g 'phone conversations and a variety of **'**phone sound effects.</li></ul> |  {70}--...,LTC,PARSING_ERROR,100,HTML entity `&#x27;` is a parsing artifact and should be a standard apostrophe.,71
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,0,13,selfevaluate,...groups during the rehearsal process and **selfevaluate** and evaluate the work; this will help d...,LTC,PARSING_ERROR,90,Missing hyphen in the compound verb 'self-evaluate'.,14
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,1,20,and,...in which we live is continually evolving** and** we hold a shared responsibility to embr...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error.",21
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,2,20,thought provoking,...and diversity and offer challenging and **thought provoking** scenes for more able learners.</li></ul...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'thought-provoking'.,21
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,3,25,but,...suring that actors are lit appropriately** but** lights are not too bright that there is...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'but' connecting two independent clauses is a stylistic choice, not a grammatical error.",26
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,4,25,he,...rimented with to ensure that actors can **he** heard but also ensuring that the chosen...,LTC,PARSING_ERROR,100,"Typo; 'he' should be 'be', indicating a parsing error from PDF conversion.",26
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,5,28,word,.... They could: Work collaboratively on a **word** document through their</li><li>HWB acco...,LTC,FALSE_POSITIVE,80,'word document' is acceptable as a generic term; capitalization to 'Word document' is only necessary if specifically referring to Microsoft Word.,29
Drama,gcse-drama---guidance-for-teaching-unit-2.csv,6,35,power point,"... used in performance. - In portfolio or **power point** form, designers could include their res...",LTC,SPELLING_ERROR,100,'PowerPoint' is a proper noun and should be capitalized and written as one word.,36
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,0,6,live streamed,...flecting linked to live and/or recorded/**live streamed** performances as possible theatrical inf...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'live-streamed'.,7
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,1,8,or,"... items. E.g., are the items contemporary** or** could they belong to a different era? W...",LTC,STYLISTIC_PREFERENCE,70,"Comma before 'or' separating independent clauses is a stylistic choice, not a grammatical error.",9
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,4,11,past,"... significant person from the characters **past** in mentioned they come on stage, played...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing apostrophe for plural possessive 'characters''.,12
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,5,11,but,"...or example, every character has a mother** but** how do they feel about her and how did ...",LTC,STYLISTIC_PREFERENCE,70,"Comma before 'but' separating independent clauses is a stylistic choice, not a grammatical error.",12
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,7,16,and,...rners read the opening scene of the play** and** they stage their initial ideas for the ...,LTC,STYLISTIC_PREFERENCE,70,"Comma before 'and' separating independent clauses is a stylistic choice, not a grammatical error.",17
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,8,18,1940's,"...rs decide their set design reflects the **1940's** , the costume should reflect this.  Cos...",LTC,PARSING_ERROR,100,HTML entity '&#x27;' is a parsing artifact.,19
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,9,19,and,...ecide at which point s it will be played** and** they record their ideas using a cue she...,LTC,STYLISTIC_PREFERENCE,70,"Comma before 'and' separating independent clauses is a stylistic choice, not a grammatical error.",20
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,14,24,theatre theatre,...ng: naturalism musical theatre physical **theatre theatre** in education. | This section of the exa...,LTC,SPELLING_ERROR,100,Redundant repetition of the word 'theatre'.,25
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,15,24,as well as,...t is written by writers both from Wales **as well as** those with diverse backgrounds. Learner...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,Redundant use of 'both' with 'as well as'; should be 'both...and' or just 'as well as'.,25
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,18,26,as well as,...key elements of performance to focus on **as well as** the relevant terminology.  These analys...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,Redundant use of 'both' with 'as well as'; should be 'both...and' or just 'as well as'.,27
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,27,30,playwrights,"...their own scripts, for example, a young **playwrights** competition, which could be embedded in...",LTC,STYLISTIC_PREFERENCE,70,"While 'playwrights competition' is acceptable as a compound noun, 'playwrights' competition' (plural possessive) would be more precise and formal.",31
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,28,30,and,... staging.</li><li>6-8 scripts are chosen** and** the playwright is responsible for direc...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,A comma is required before 'and' when it joins two independent clauses.,31
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,29,30,understanding,".../li><li>This process allows learners to **understanding** how plays are developed, designed and p...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Grammatical error; 'to understanding' should be 'to understand'.,31
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,31,33,some of ideas,...RK2Z4mZZE6HQ)  - Learners could look at **some of ideas** within the pack and create their own re...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Grammatical error; 'some of ideas' should be 'some ideas' or 'some of the ideas'.,34
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,35,38,gender fluid,"...d explore whether some of the roles are **gender fluid**, and whether changing the gender of spe...",LTC,PARSING_ERROR,90,'Gender-fluid' is a hyphenated compound adjective according to the Oxford English Dictionary.,39
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,37,39,three dimensional,...nted as stereotypes or whether they are **three dimensional** characters. As directors they could giv...,LTC,PARSING_ERROR,90,'Three-dimensional' is a hyphenated compound adjective according to the Oxford English Dictionary.,40
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,38,39,directors,...ey are three dimensional characters. As **directors** they could give advice to the actor on ...,LTC,FALSE_POSITIVE,100,"'As directors' is grammatically correct, meaning 'in their capacity as directors', and does not require an apostrophe.",40
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,41,41,and,...in which we live is continually evolving** and** we hold a shared responsibility to embr...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,A comma is required before 'and' when it joins two independent clauses.,42
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,47,48,answers,...tive. They should also be encouraged to **answers** questions</li></ul> |  {48}------------...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Grammatical error; 'to answers' should be 'to answer'.,49
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,49,52,statical,"...ary. The group then votes, based on the **statical** evidence presented by both characters, ...",LTC,SPELLING_ERROR,100,Incorrect word choice; 'statical' should be 'statistical' when referring to data.,53
Drama,gcse-drama---guidance-for-teaching-unit-3.csv,50,52,statical,"...l experimentation based on the gathered **statical** evidence. The play could involve music,...",LTC,SPELLING_ERROR,90,"Incorrect word choice; 'statistical' is intended in the context of evidence and data, as used elsewhere on the page.",53
Drama,gcse-drama---option-evening-flyer.csv,0,1,wjec,...-------  # WHY CHOOSE GCSE  # Drama?  # **wjec**  # The WJEC GCSE Drama qualification wi...,LTC,FALSE_POSITIVE,100,wjec is the correct acronym for the Welsh Joint Education Committee.,2
Drama,gcse-drama---option-evening-flyer.csv,1,1,Script Writer,"... Director, Producer, Events Management, **Script Writer**, Stage Manager, Primary school teacher,...",LTC,PARSING_ERROR,90,"The compound noun 'Script Writer' should be written as one word, 'Scriptwriter', or hyphenated, 'Script-writer', according to OED standards for professions.",2
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,1,4,kol,...ent Pack                 | 110055 | | i **kol** use will                            |  ...,LTC,PARSING_ERROR,100,"Corrupted text 'i kol use will' in a table, likely from PDF conversion.",5
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,2,7,audio visual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LTC,PARSING_ERROR,90,Compound adjective 'audio visual' should be hyphenated as 'audio-visual' according to OED.,8
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,3,10,has,...mining the extent to which the learners **has** met the criteria within the relevant ba...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error; 'learners' is plural, so 'have' should be used instead of 'has'.",11
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,4,15,has,...mining the extent to which the learners **has** met the criteria within the relevant ba...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error; 'learners' is plural, so 'have' should be used instead of 'has'.",16
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,5,15,and,...tifying individual levels of achievement** and** they do not correlate with grade bounda...,LTC,STYLISTIC_PREFERENCE,70,"Comma before 'and' joining independent clauses is a stylistic choice, not a grammatical error here.",16
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,6,16,ofperformance,...re number | | Name of centre | | Date(s)**ofperformance**                                        ...,LTC,PARSING_ERROR,100,"Words 'Date(s) of performance' are merged in the table, likely due to PDF conversion.",17
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,8,19,pro-forma,"...u wish to do so, please photo-copy this **pro-forma** for additional groups. Please ensure th...",LTC,SPELLING_ERROR,90,"The noun form should be 'pro forma' (two words) according to OED, not 'pro-forma'.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,9,19,ame,...                    | Centre Na       | **ame**:                                       ...,LTC,PARSING_ERROR,100,"Word 'Name' is truncated and split across table cells, indicating a parsing error.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,10,19,Tele,...----------|--|--|--|--| | Centre Number:**Tele**                                        ...,LTC,PARSING_ERROR,100,"Word 'Telephone' is truncated and split across table cells, indicating a parsing error.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,11,19,ephone,...                                      | **ephone**:                                   |  |...,LTC,PARSING_ERROR,100,"Word 'Telephone' is truncated and split across table cells, indicating a parsing error.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,12,19,href,"...LS | Acting < as applicable | Design <a **href**=""mailto:base;"">as applicable</a> | Char...",LTC,FALSE_POSITIVE,100,"`href` is a valid HTML attribute within a link, not a spelling error.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,14,19,cting,"...                        |  |  |  |  | | **cting** es p | 2 | 10, |  |  |  |  |  |  |  | |...",LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, likely 'Acting', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,15,19,es p,"...                  |  |  |  |  | | cting **es p** | 2 | 10, |  |  |  |  |  |  |  | | tes ...",LTC,PARSING_ERROR,100,"Corrupted text in a table cell, likely a parsing artifact from PDF conversion.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,16,19,tes,"...es p | 2 | 10, |  |  |  |  |  |  |  | | **tes** a didat | 3 | <i>k0</i> ) |  |  |  |  |...",LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, likely part of 'candidates', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,17,19,didat,"... 2 | 10, |  |  |  |  |  |  |  | | tes a **didat** | 3 | <i>k0</i> ) |  |  |  |  |  |  |  ...",LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, clearly part of 'candidate', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,18,19,didat,... | <i>k0</i> ) |  |  |  |  |  |  |  | | **didat** can | 4 |  |  |  |  |  |  |  |  | | can...,LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, clearly part of 'candidate', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,19,19,ur,"...                 |  |  |  |  | | n five **ur** de | 6 | 2, |  |  |  |  |  |  |  | | th...",LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, likely 'four', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,20,19,thar,"...ur de | 6 | 2, |  |  |  |  |  |  |  | | **thar** an fo | 7 |  |  |  |  |  |  |  |  | | m...",LTC,PARSING_ERROR,100,"Truncated/corrupted word in a table cell, likely 'than', due to PDF parsing.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,21,19,an,"... | 6 | 2, |  |  |  |  |  |  |  | | thar **an** fo | 7 |  |  |  |  |  |  |  |  | | more...",LTC,PARSING_ERROR,100,"Corrupted word fragment in a table cell, part of a larger parsing artifact.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,22,19,fo,"...6 | 2, |  |  |  |  |  |  |  | | thar an **fo** | 7 |  |  |  |  |  |  |  |  | | more e ...",LTC,PARSING_ERROR,100,"Corrupted word fragment in a table cell, part of a larger parsing artifact.",20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,23,19,tha,... | 7 |  |  |  |  |  |  |  |  | | more e **tha** | 8 |  |  |  |  |  |  |  |  | | o E    ...,LTC,PARSING_ERROR,100,Truncated word 'than' due to PDF conversion within a table cell.,20
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,25,20,tes,...                              |  |  | | **tes** a didat | 3 |  |  |  |  |  |  | | dida ...,LTC,PARSING_ERROR,100,Truncated word 'candidates' due to PDF conversion within a table cell.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,26,20,didat,...                        |  |  | | tes a **didat** | 3 |  |  |  |  |  |  | | dida can | 4 ...,LTC,PARSING_ERROR,100,Truncated word 'candidates' due to PDF conversion within a table cell.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,27,20,dida,...| tes a didat | 3 |  |  |  |  |  |  | | **dida** can | 4 |  |  |  | 000 |  |  | | No mor...,LTC,PARSING_ERROR,100,Truncated word 'candidates' due to PDF conversion within a table cell.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,28,20,gro,...No more than five candidates acting per **gro** more than four design candidates per gr...,LTC,PARSING_ERROR,100,Truncated word 'group' likely due to PDF conversion.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,29,20,tha,...                       |  |  | | more e **tha** | 8 |  |  |  |  |  |  | | No I         ...,LTC,PARSING_ERROR,100,Truncated word 'than' due to PDF conversion within a table cell.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,30,20,ead,...-----|-------|-----|---|-------| | Н  | **ead** of Drama | :     | 120 |   | Date: | | ...,LTC,PARSING_ERROR,100,Parsing error; 'Н ead' should be 'Head' due to character corruption.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,31,20,Mh,...     |       |     |   |       | | C2 | **Mh**           |       |     |   |       | |...,LTC,PARSING_ERROR,90,Unrecognised word 'Mh' appears to be a parsing artifact within a table cell.,21
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,32,23,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LTC,FALSE_POSITIVE,90,'Independently from' is grammatically acceptable and not an error.,24
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,33,26,makeup,"...erent characters (two costume, hair and **makeup** designs in total) - sketches of both co...",LTC,PARSING_ERROR,100,'Make-up' should be hyphenated as a noun according to OED and consistent document style.,27
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,34,26,audio visual,...itable format):  - audio presentation - **audio visual** presentation - PowerPoint - written pro...,LTC,PARSING_ERROR,90,"Compound adjective 'audio-visual' requires a hyphen when preceding a noun, as per OED standard.",27
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,36,35,makeup,"...erent characters (two costume, hair and **makeup** designs in total) - sketches of both co...",LTC,PARSING_ERROR,90,Inconsistent hyphenation; 'make-up' is used elsewhere in the document and is the preferred British English noun form.,36
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,37,52,makeup,"... contribution through costume, hair and **makeup** design to the performance. - The overal...",LTC,PARSING_ERROR,90,Inconsistent hyphenation; 'make-up' is used elsewhere in the document and is the preferred British English noun form.,53
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,38,53,makeup,"... contribution through costume, hair and **makeup** design to the performance. - The overal...",LTC,PARSING_ERROR,90,Inconsistent hyphenation; 'make-up' is used elsewhere in the document and is the preferred British English noun form.,54
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,39,54,makeup,"... contribution through costume, hair and **makeup** design to the performance. - The overal...",LTC,PARSING_ERROR,90,Inconsistent hyphenation; 'make-up' is used elsewhere in the document and is the preferred British English noun form.,55
Drama,gcse-drama---unit-1-non-exam-assessment-pack-sample.csv,40,58,Candidate Candidate,... this form**  | Centre No: Centre Name: **Candidate Candidate** No: Name: Unit Title: List of software ...,LTC,PARSING_ERROR,100,"Text appears to be merged within a table cell, likely 'Candidate No:' and 'Candidate Name:' were combined during parsing.",59
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,0,4,assessment Assessment,...--------  #### Contents  | Managing the **assessment Assessment** Details                                ...,LTC,PARSING_ERROR,100,Duplicate word 'assessment' caused by a parsing error or formatting issue in the source table.,5
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,6,15,skillCharacter,...                                      | **skillCharacter** played or design skill selected | |  | ...,LTC,PARSING_ERROR,100,Two words 'skill' and 'Character' merged together due to a parsing error.,16
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,8,16,appropriat,...if required. | group | BLOCK CAPITALS | **appropriat** Acting (✓ as | Skill (✓ as appropriat D...,LTC,PARSING_ERROR,100,Truncated word 'appropriate' caused by a parsing error or line break in the source table.,17
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,9,16,appropriat,...| appropriat Acting (✓ as | Skill (✓ as **appropriat** Design e) | e) skill Character played o...,LTC,PARSING_ERROR,100,Truncated word 'appropriate' caused by a parsing error or line break in the source table.,17
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,11,16,pro-forma,"...u wish to do so, please photo-copy this **pro-forma** for additional groups. Please make sure...",LTC,FALSE_POSITIVE,100,'pro-forma' is correctly hyphenated as a compound noun according to OED standard.,17
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,13,25,skillCharacter,...appropriate) as | appropriate) Design | **skillCharacter** played or design skill selected | | act...,LTC,PARSING_ERROR,100,Two words 'skill' and 'Character' merged together due to a parsing error.,26
Drama,gcse-drama---unit-2-non-exam-assessment-pack-sample.csv,15,29,nonassessed,...signs (presented to the examiner in the **nonassessed** viva).  {29}---------------------------...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'non-assessed' for consistency with other uses in the document.,30
Drama,gcse-drama---unit-3-interpreting-theatre.csv,0,7,"""","...y Queen, to dew her orbs upon the green.**""** - 'Farewell thou lob of spirit I'll be ...",LTC,PARSING_ERROR,90,"Inconsistent use of quotation marks (single opening, double closing) is a formatting error.",8
Drama,gcse-drama---unit-3-interpreting-theatre.csv,1,7,"""","... you are that shrewd and knavish sprite.**""** - And here my mistress. Would that he w...",LTC,PARSING_ERROR,90,"Inconsistent use of quotation marks (single opening, double closing) is a formatting error.",8
Drama,gcse-drama---unit-3-interpreting-theatre.csv,3,7,"""","...re my mistress. Would that he were gone.**""**  Award one mark for a brief explanation...",LTC,PARSING_ERROR,90,"Inconsistent use of quotation marks (single opening, double closing) is a formatting error.",8
Drama,gcse-drama---unit-3-interpreting-theatre.csv,4,9,and,"...he finds all of Puck's antics very funny** and** they make her laugh, she enjoys recalli...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is grammatically preferred before 'and' when joining two independent clauses to improve clarity.,10
Drama,gcse-drama---unit-3-interpreting-theatre.csv,5,11,and,... white. - His hair would be in a Mohican** and** he would have black eyeliner around his...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is grammatically preferred before 'and' when joining two independent clauses to improve clarity.,12
Drama,gcse-drama---unit-3-interpreting-theatre.csv,6,13,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {13}-----...,LTC,PARSING_ERROR,90,'Creditworthy' should be written as a single word or hyphenated as 'credit-worthy' in this context.,14
Drama,gcse-drama---unit-3-interpreting-theatre.csv,7,14,octagonal shaped,... at The Curtain Theatre. It was a large **octagonal shaped** building with a thrust/apron stage.  ##...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'octagonal-shaped' when preceding a noun.,15
Drama,gcse-drama---unit-3-interpreting-theatre.csv,8,14,or,"...le, they could be part of the set a bush** or** they may decide to use personal props s...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is grammatically preferred before 'or' when joining two independent clauses to improve clarity.,15
Drama,gcse-drama---unit-3-interpreting-theatre.csv,9,16,credit worthy,...> |  | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  |  {16}--...,LTC,PARSING_ERROR,90,'Creditworthy' should be written as a single word or hyphenated as 'credit-worthy' in this context.,17
Drama,gcse-drama---unit-3-interpreting-theatre.csv,10,17,Thesus,...not score higher than band 2.**  #### ****Thesus**' character**  He is the Duke of Athens ...,LTC,SPELLING_ERROR,100,'Thesus' is a misspelling of the proper noun 'Theseus'.,18
