Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,4,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,...in developing a title for this task. An **audio-visual** recording must be made for each learner...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,6,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ch and planning work related to the NEA **outside of** the centre.  #### **Resources**  During...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,9,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ch and planning work related to the NEA **outside of** the centre.  #### **Resources**  During...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,10,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,"...on, the teacher should:<br>•<br>make an **audio-visual** recording of the<br>presentation<br>•<b...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,11,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... of the response or by listening to the **audio-visual** recording at a later time. Teachers sho...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,ideasselect,Possible spelling mistake found.,ideas select,...he main points with some development of **ideasselect** a broad range of appropriate points wit...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,interpretationsoffer,Possible spelling mistake found.,interpretations offer,...f how the points illustrate and support **interpretationsoffer** straightforward explanations of how dif...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesgive,Possible spelling mistake found.,themes give,"... presentation of information, ideas and **themesgive** straightforward explanations about the ...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show","... impact of language, structure and form.**show** clear understanding of how contexts may...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,approachselect,Possible spelling mistake found.,approach select,...o be undeveloped and take a descriptive **approachselect** some points with some basic evidence of...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,interpretationscomment,Possible spelling mistake found.,interpretations comment,"...f how the points illustrate and support **interpretationscomment** on some basic examples of how language,...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesmake,Possible spelling mistake found.,themes make,"... presentation of information, ideas and **themesmake** basic comments on the impact of languag...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show",...hough not all will be clear or relevant.**show** basic understanding of how contexts may...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,simpleoffer,Possible spelling mistake found.,simple offer,"...t; responses are likely to be brief and **simpleoffer** a limited number of points, without dev...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,evaluationmake,Possible spelling mistake found.,evaluation make,"...umber of points, without development or **evaluationmake** simple and limited comments on how lang...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesmake,Possible spelling mistake found.,themes make,"... presentation of information, ideas and **themesmake** limited comments on the impact of langu...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show","... impact of language, structure and form.**show** limited understanding of how contexts i...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,approachselect,Possible spelling mistake found.,approach select,...o be undeveloped and take a descriptive **approachselect** some points with some basic evidence of...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,interpretationscomment,Possible spelling mistake found.,interpretations comment,"...f how the points illustrate and support **interpretationscomment** on some basic examples of how language,...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesmake,Possible spelling mistake found.,themes make,"... presentation of information, ideas and **themesmake** basic comments on the impact of languag...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show",...hough not all will be clear or relevant.**show** basic understanding of how contexts may...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,simpleoffer,Possible spelling mistake found.,simple offer,"...t; responses are likely to be brief and **simpleoffer** a limited number of points, without dev...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,evaluationmake,Possible spelling mistake found.,evaluation make,"...umber of points, without development or **evaluationmake** simple and limited comments on how lang...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesmake,Possible spelling mistake found.,themes make,"... presentation of information, ideas and **themesmake** limited comments on the impact of langu...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show","... impact of language, structure and form.**show** limited understanding of how contexts i...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,simpleoffer,Possible spelling mistake found.,simple offer,"...t; responses are likely to be brief and **simpleoffer** a limited number of points, without dev...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,evaluationmake,Possible spelling mistake found.,evaluation make,"...umber of points, without development or **evaluationmake** simple and limited comments on how lang...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,themesmake,Possible spelling mistake found.,themes make,"... presentation of information, ideas and **themesmake** limited comments on the impact of langu...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,17,LC_AFTER_PERIOD,uncategorized,show,"If a new sentence starts here, add a space and start with an uppercase letter.","Show, show","... impact of language, structure and form.**show** limited understanding of how contexts i...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,18,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...uation and spelling have frequent errors** but** meaning is largely clear.              ...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,pointsoffer,Possible spelling mistake found.,points offer,"..., considering a wide range of different **pointsoffer** sophisticated and thoughtful comment on...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,pointsoffer,Possible spelling mistake found.,points offer,"...topic, considering a range of different **pointsoffer** well-reasoned and appropriate comment o...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,pointsoffer,Possible spelling mistake found.,points offer,"...ected topic, considering some different **pointsoffer** straightforward comment on the reliabil...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-2-nea-handbook.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,pointsoffer,Possible spelling mistake found.,points offer,"...the selected topic, considering limited **pointsoffer** minimal, often unsupported, comment on ...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,4,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... on one of the two prescribed tasks. An **audio-visual** recording must be made for each group. ...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,6,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ch and planning work related to the NEA **outside of** the centre.  ## **Resources**  During t...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,7,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... the teacher<br>should:<br>•<br>make an **audio-visual** recording of the<br>discussion<br>•<br>...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,9,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...of the planning work related to the NEA **outside of** the centre.  ## **Resources**  During t...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,10,HOUR_HYPHEN,grammar,1 hour,"When ‘1-hour’ is used as a modifier, it is usually spelled with a hyphen.",1-hour,"...ork is completed by the learner in this **1 hour** 45-minute period, it may not be revised...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,11,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... of the response or by listening to the **audio-visual** recording at a later time. Teachers sho...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,18,MORFOLOGIK_RULE_EN_GB,misspelling,ideasshow,Possible spelling mistake found.,ideas show,...detailed and interesting development of **ideasshow** a thorough understanding of how languag...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,18,MORFOLOGIK_RULE_EN_GB,misspelling,ideasmake,Possible spelling mistake found.,ideas make,"...of points, and sustained development of **ideasmake** relevant observations about language, s...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,18,MORFOLOGIK_RULE_EN_GB,misspelling,ideasmake,Possible spelling mistake found.,ideas make,...opriate points and clear development of **ideasmake** some suitable observations about langua...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,18,MORFOLOGIK_RULE_EN_GB,misspelling,ideasmake,Possible spelling mistake found.,ideas make,"...ts with some evidence of development of **ideasmake** basic comments on language, structure a...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-3-nea-handbook.md,20,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...uation and spelling have frequent errors** but** meaning is largely clear.              ...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,4,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... participate in a paired discussion. An **audio-visual** recording must be made for each pairing...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,5,MORFOLOGIK_RULE_EN_GB,misspelling,twentyfirst,Possible spelling mistake found.,"twenty-first, twenty first",...es and similarities in contemporary and **twentyfirst** century attitudes.  ## Learners should:...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,6,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ch and planning work related to the NEA **outside of** the centre.  ## Resources  During the r...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,9,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...ch and planning work related to the NEA **outside of** the centre.  ## Resources  During the p...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,11,EN_COMPOUNDS_AUDIO_VISUAL,misspelling,audio-visual,This word is normally spelled as one.,audiovisual,... of the response or by listening to the **audio-visual** recording at a later time. Teachers sho...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,16,EN_COMPOUNDS_WELL_CHOSEN,misspelling,well chosen,This word is normally spelled with a hyphen.,well-chosen,"...nd perspectives, drawing confidently on **well chosen** evidence from the text.                ...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,19,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...uation and spelling have frequent errors** but** meaning is largely clear.              ...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,explanationsgive,Possible spelling mistake found.,explanations give,...ful comparisons and/or links with clear **explanationsgive** secure explanations of a range of relev...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,formshow,Possible spelling mistake found.,"foreshow, form show, forms how","...f the impact of language, structure and **formshow** secure understanding of how contexts ma...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,explanationgive,Possible spelling mistake found.,explanation give,...iate comparisons and/or links with some **explanationgive** straightforward explanations about the ...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,formshow,Possible spelling mistake found.,"foreshow, form show, forms how","...t the impact of language, structure and **formshow** clear understanding of how contexts may...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,explanationmake,Possible spelling mistake found.,explanation make,...ic comparisons and/or links with little **explanationmake** basic comments on the impact of languag...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,formshow,Possible spelling mistake found.,"foreshow, form show, forms how","...n the impact of language, structure and **formshow** a clear understanding of how contexts m...",LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,explanationmake,Possible spelling mistake found.,explanation make,... comparisons and/or links often without **explanationmake** basic comments on the impact of languag...,LT
English-Language-and-Literature,gcse-english-language-and-literature-unit-5-nea-handbook.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,formshow,Possible spelling mistake found.,"foreshow, form show, forms how","...n the impact of language, structure and **formshow** limited understanding of contexts, maki...",LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,made-for-wales-gcses,Possible spelling mistake found.,made-for-wales-GCSEs,...form/reforming/qualified-for-the-future/**made-for-wales-gcses**/#approval-criteria\)](https://qualifica...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,CymraegGCSE,Possible spelling mistake found.,Cymraeg GCSE,...---| | Level 2 Award in Additional Core **CymraegGCSE** Art and DesignGCSE BusinessGCSE Compute...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,DesignGCSE,Possible spelling mistake found.,Design GCSE,... in Additional Core CymraegGCSE Art and **DesignGCSE** BusinessGCSE Computer ScienceGCSE Core ...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,BusinessGCSE,Possible spelling mistake found.,Business GCSE,...nal Core CymraegGCSE Art and DesignGCSE **BusinessGCSE** Computer ScienceGCSE Core CymraegGCSE D...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,ScienceGCSE,Possible spelling mistake found.,Science GCSE,"...rt and DesignGCSE BusinessGCSE Computer **ScienceGCSE** Core CymraegGCSE DramaGCSE French, Germ...",LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,CymraegGCSE,Possible spelling mistake found.,Cymraeg GCSE,"... BusinessGCSE Computer ScienceGCSE Core **CymraegGCSE** DramaGCSE French, German and SpanishGCS...",LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,DramaGCSE,Possible spelling mistake found.,Drama GCSE,"...E Computer ScienceGCSE Core CymraegGCSE **DramaGCSE** French, German and SpanishGCSE Geograph...",LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,SpanishGCSE,Possible spelling mistake found.,Spanish GCSE,"...ymraegGCSE DramaGCSE French, German and **SpanishGCSE** Geography | GCSE Cymraeg Language and L...",LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,NutritionGCSE,Possible spelling mistake found.,Nutrition GCSE,...rature (Single and Double)GCSE Food and **NutritionGCSE** HistoryGCSE Mathematics and NumeracyGCS...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,HistoryGCSE,Possible spelling mistake found.,History GCSE,... and Double)GCSE Food and NutritionGCSE **HistoryGCSE** Mathematics and NumeracyGCSE MusicGCSE ...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,NumeracyGCSE,Possible spelling mistake found.,Numeracy GCSE,...tritionGCSE HistoryGCSE Mathematics and **NumeracyGCSE** MusicGCSE Religious StudiesGCSE The Sci...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,MusicGCSE,Possible spelling mistake found.,Music GCSE,...istoryGCSE Mathematics and NumeracyGCSE **MusicGCSE** Religious StudiesGCSE The Sciences (Dou...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,StudiesGCSE,Possible spelling mistake found.,Studies GCSE,...cs and NumeracyGCSE MusicGCSE Religious **StudiesGCSE** The Sciences (Double) |  The consultati...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,6,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,7,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...ications will provide stakeholders with **all of the** information they require in due course....,LT
English-Language-and-Literature,overview-of-consultation-findings.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,11,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... balance of physical and human geography** and** we have updated the possible areas to b...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,11,ENGLISH_WORD_REPEAT_RULE,duplication,that that,Possible typo: you repeated a word.,that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,13,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,14,WHETHER,style,whether or not,"Consider shortening this phrase to just ‘whether’, unless you mean ‘regardless of whether’.",whether,...dual learners or groups of learners and **whether or not** the teacher performs the control elemen...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,16,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,18,EN_COMPOUNDS_TIME_CONSUMING,misspelling,time consuming,This word is normally spelled with a hyphen.,time-consuming,...ondents conveying that oracy tasks were **time consuming** and difficult to administer. As a direc...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,18,IN_OR_WITH_REGARDS_TO_OF,misspelling,with regards to,"Although “with regards to” is sometimes used in casual speech, it is typically considered a nonstandard phrase.","in regard to, with regard to, regarding",...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,LT
English-Language-and-Literature,overview-of-consultation-findings.md,19,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... are supported by this new qualification** and** we will work to ensure that this is the...,LT
English-Language-and-Literature,september-2025.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,wellsupported,Possible spelling mistake found.,"well-supported, well supported",...rces into making you feel confident and **wellsupported**.  September 2024 was the final time cen...,LT
English-Language-and-Literature,september-2025.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,brandnew,Possible spelling mistake found.,"brand-new, brand new",...shop where we will introduce you to our **brandnew** Blended Learning+ platform. This brand-...,LT
English-Language-and-Literature,september-2025.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,Throughs,Possible spelling mistake found.,"Through, Troughs, Th roughs",...ish%20Literature/r/2686) and [Exam Walk **Throughs**](https://educationalresources.wjec.co.u...,LT
English-Language-and-Literature,september-2025.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,terature,Possible spelling mistake found.,"feature, literature, creature (+5 more)",...glish-literature-gcse/#tab_keydocuments)**terature** - [Entry Level](https://www.wjec.co.uk/...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,5,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...fficult. She struggled to understand him** and** he struggled to understand himself.  At...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,5,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and","...o the school whenever there was an issue** and** they'd say, 'Look, he gets straight As ...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,5,EXTREME_ADJECTIVES,style,really angry,Consider using an extreme adjective for ‘angry’.,furious,"...dn't want to be a freak, and it made me **really angry**."" With himself or others? ""Both. I didn...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,5,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and","...learned to control it. When you're a kid** and** it seems it's you versus the world, you...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,5,EN_UNPAIRED_QUOTES,typographical,"""","Unpaired symbol: ‘""’ seems to be missing",,"...thing. I blamed myself for being broken.**""** I want to give him a hug, but that's th...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,6,EN_COMPOUNDS_SO_AND_SO,misspelling,so and so,This word is normally spelled with a hyphen.,so-and-so,"...e, soon after we met, 'Let's go and see **so and so**,' and I said, 'Why?' She said it would ...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,6,COMMA_COMPOUND_SENTENCE,uncategorized,or,Use a comma before ‘or’ if it connects two independent clauses (unless they are closely connected and short).,", or",...'ve got something interesting to tell me** or** we've something to do. What's the point...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,7,EN_A_VS_AN,misspelling,a,"Use “an” instead of ‘a’ if the following word starts with a vowel sound, e.g. ‘an article’, ‘an hour’.",an,...nel 4 TV documentary 'Rosie Jones: Am I **a** R\*tard?'. Rosie Jones is a well-known ...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,tard,Possible spelling mistake found.,"hard, card, yard (+31 more)",... TV documentary 'Rosie Jones: Am I a R\***tard**?'. Rosie Jones is a well-known comedian...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,tard,Possible spelling mistake found.,"hard, card, yard (+31 more)","...d to Channel 4, let's use that word [r\***tard**] in the title,"" says comedian Rosie Jon...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,9,APARTMENT-FLAT,locale-violation,apartment,The word ‘apartment’ is common for American English. Did you mean “flat”?,flat,...w minutes' walk from our previous attic **apartment** on Churchill Drive. A ground-level flat...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,9,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,"...McDonald's. I insisted on the 'boys' toy**'** every time–a delightful, congenial brib...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,9,EN_GB_SIMPLE_REPLACE_MOM,locale-violation,Mom,‘Mom’ is a common American expression. Consider using expressions more common to British English.,Mum,"...nsively. ""Private play,"" I called it.  ""**Mom**, I'm going to have private play now,"" I...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,9,EN_GB_SIMPLE_REPLACE_MOM,locale-violation,mom,‘mom’ is a common American expression. Consider using expressions more common to British English.,mum,"...king stereotype, just not in the way my **mom** wanted.  Disappearing into private play...",LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,10,ER,misspelling,er,"Do not use ‘er’ in formal text. Use it only in quoted text to represent a hesitation. Did you mean “her”, “err” or “Er” (erbium)? Or possibly, there is an unnecessary space before or after ‘er’.","her, err, Er",...e **hell** am I doing here? well (.) in **er** an age where reality TV stars can becom...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,10,ADVERB_WORD_ORDER,style,like sometimes,The adverb ‘sometimes’ is usually put before the verb ‘like’.,sometimes like,...ometimes (.) a bit **slower** than we'd **like sometimes** not really (.) **seizing** the bull by ...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,10,ER,misspelling,er,"Do not use ‘er’ in formal text. Use it only in quoted text to represent a hesitation. Did you mean “her”, “err” or “Er” (erbium)? Or possibly, there is an unnecessary space before or after ‘er’.","her, err, Er",...d all that kind of thing right (.) it's **er** it's an added extra it's a frill it's a...,LT
English-Language-and-Literature,wjec-gcse-english-language-and-literature---non-fiction-anthology-unit-3-and-unit-6.md,10,ER,misspelling,er,"Do not use ‘er’ in formal text. Use it only in quoted text to represent a hesitation. Did you mean “her”, “err” or “Er” (erbium)? Or possibly, there is an unnecessary space before or after ‘er’.","her, err, Er",...salt (1) a little bit of spice (.) it's **er** (.) something you can live **with** but...,LT
